pos,corr_resp,Pos,correctKey,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixciation.started,fixciation_2.started,fixciation_3.started,fixciation_4.started,fixciation_5.started,fixciation.stopped,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,test.started,stimulus.started,stimulus_2.started,stimulus_3.started,stimulus_4.started,stimulus_5.started,stimulus_6.started,stimulus.stopped,key_resp_2.started,test.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,s,,,6,1,31,1,,,,,101.62293240008876,,101.60944840009324,101.62293240008876,102.62377479998395,102.62377479998395,102.62377479998395,102.62377479998395,102.62377479998395,103.623514899984,103.70800109999254,s,1,0.07301809987984598,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
50,d,,,6,2,32,2,,,,,103.72444810019806,,103.70887560001574,103.72444810019806,104.7072121000383,104.7072121000383,104.7072121000383,104.7072121000383,104.72302540019155,105.72353320010006,107.45839749998413,s,0,1.721228800015524,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
150,f,,,6,3,33,3,,,,,107.47337510017678,,107.46002500015311,107.47337510017678,108.47344730002806,108.47344730002806,108.47344730002806,108.47344730002806,108.47344730002806,109.4729776000604,111.39137620013207,d,0,1.9103161999955773,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
60,g,,,6,4,34,4,,,,,111.40711490018293,,111.39231230015866,111.40711490018293,112.40646560001187,112.40646560001187,112.40646560001187,112.40646560001187,112.40646560001187,113.40699990000576,114.02512300014496,g,1,0.6102553999517113,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-50,a,,,7,0,35,0,,,,,114.04057250008918,,114.02619110001251,114.04057250008918,115.04034509998746,115.04034509998746,115.04034509998746,115.04034509998746,115.04034509998746,116.04064630018547,116.37554999999702,g,0,0.3296493000816554,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-150,s,,,7,1,36,1,,,,,116.39311270019971,,116.37664720020257,116.39311270019971,117.39046490006149,117.39046490006149,117.39046490006149,117.39046490006149,117.4064097001683,118.39022920001298,118.82437240006402,w,0,0.4237909000366926,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
50,d,,,7,2,37,2,,,,,118.84106830018573,,118.82532429997809,118.84106830018573,119.82423819997348,119.82423819997348,119.82423819997348,119.82423819997348,119.84019959997386,120.82347020017914,120.84247860009782,s,0,0.01432079984806478,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
150,f,,,7,3,38,3,,,,,120.85615480015986,,120.84371790010482,120.85615480015986,121.85754320002161,121.85754320002161,121.85754320002161,121.85754320002161,121.85754320002161,122.85709890001453,125.17429740005173,f,1,2.299787800060585,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
60,g,,,7,4,39,4,,,,,125.1892234000843,,125.17518380004913,125.1892234000843,126.18953100009821,126.18953100009821,126.18953100009821,126.18953100009821,126.18953100009821,127.18970950017683,128.0927723001223,s,0,0.8959202999249101,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-50,a,,,8,0,40,0,,,,,128.10589420003816,,128.09465800016187,128.10589420003816,129.10772890015505,129.10772890015505,129.10772890015505,129.10772890015505,129.10772890015505,130.1057731001638,130.92359000002034,s,0,0.8090635999105871,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-150,s,,,8,1,41,1,,,,,130.94092620001175,,130.92443640017882,130.94092620001175,131.92310300003737,131.92310300003737,131.92310300003737,131.92310300003737,131.957180300029,132.9401357001625,133.77328730002046,d,0,0.8236911999993026,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
50,d,,,8,2,42,2,,,,,133.78941770014353,,133.77507360000163,133.78941770014353,134.77319370000623,134.77319370000623,134.77319370000623,134.77319370000623,134.7899888001848,135.78965180017985,137.02369579998776,f,0,1.2208263000939041,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
150,f,,,8,3,43,3,,,,,137.03942220006138,,137.02472009998746,137.03942220006138,138.039017500123,138.039017500123,138.039017500123,138.039017500123,138.039017500123,139.03926920006052,140.99015390011482,s,0,1.9457342000678182,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
60,g,,,8,4,44,4,,,,,141.00566450017504,,140.99131980002858,141.00566450017504,142.0055655001197,142.0055655001197,142.0055655001197,142.0055655001197,142.0055655001197,143.00557760009542,144.10692739998922,a,0,1.0902463998645544,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-50,a,,,9,0,45,0,,,,,144.12342500011437,,144.10786620015278,144.12342500011437,145.12380080018193,145.12380080018193,145.12380080018193,145.12380080018193,145.12380080018193,146.12195270019583,148.09215330006555,d,0,1.9561524000018835,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-150,s,,,9,1,46,1,,,,,148.10618890007026,,148.09303350001574,148.10618890007026,149.10551939997822,149.10551939997822,149.10551939997822,149.10551939997822,149.10551939997822,150.10529280011542,150.60794420004822,a,0,0.49980759993195534,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
50,d,,,9,2,47,2,,,,,150.62254600017332,,150.6091644000262,150.62254600017332,151.62354429997504,151.62354429997504,151.62354429997504,151.62354429997504,151.62354429997504,152.6215683000628,153.20775940013118,d,1,0.5812797001563013,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
150,f,,,9,3,48,3,,,,,153.22577560017817,,153.20881039998494,153.22577560017817,154.22271900018677,154.22271900018677,154.22271900018677,154.22271900018677,154.23813730012625,155.22205310012214,157.09267580020241,f,1,1.8670521997846663,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
60,g,,,9,4,49,4,,,,,157.10526240011677,,157.09448900003918,157.10526240011677,158.1052543001715,158.1052543001715,158.1052543001715,158.1052543001715,158.1052543001715,159.1056848000735,159.45747200003825,s,0,0.34775019995868206,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-50,a,,,10,0,50,0,,,,,159.47227710019797,,159.4591777001042,159.47227710019797,160.47247890010476,160.47247890010476,160.47247890010476,160.47247890010476,160.47247890010476,161.47200940013863,163.7734735000413,a,1,2.2856397998984903,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-150,s,,,10,1,51,1,,,,,163.7888015001081,,163.77444670000114,163.7888015001081,164.78821040014736,164.78821040014736,164.78821040014736,164.78821040014736,164.78821040014736,165.78878680011258,167.09044080018066,g,0,1.291955400025472,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
50,d,,,10,2,52,2,,,,,167.10539060016163,,167.09215930011123,167.10539060016163,168.10556110017933,168.10556110017933,168.10556110017933,168.10556110017933,168.10556110017933,169.105049100006,171.17444099998102,g,0,2.052133900113404,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
150,f,,,10,3,53,3,,,,,171.18884259997867,,171.17598520009778,171.18884259997867,172.18863750016317,172.18863750016317,172.18863750016317,172.18863750016317,172.18863750016317,173.18997359997593,174.30724290013313,d,0,1.1118687998969108,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
60,g,,,10,4,54,4,,,,,174.32249090005644,,174.30885859997943,174.32249090005644,175.322299499996,175.322299499996,175.322299499996,175.322299499996,175.322299499996,176.32183560007252,178.54000949999318,a,0,2.214119000127539,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-50,a,,,11,0,55,0,,,,,178.55549850012176,,178.54131200001575,178.55549850012176,179.56642529997043,179.56642529997043,179.56642529997043,179.56642529997043,179.56642529997043,180.55296980007552,181.28709140000865,s,0,0.7181270001456141,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-150,s,,,11,1,56,1,,,,,181.30343990004621,,181.28760310006328,181.30343990004621,182.30336490017362,182.30336490017362,182.30336490017362,182.30336490017362,182.30336490017362,183.28734829998575,183.6877872000914,f,0,0.39579099998809397,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
50,d,,,11,2,57,2,,,,,183.70355700002983,,183.68880000011995,183.70355700002983,184.687247000169,184.687247000169,184.687247000169,184.687247000169,184.70418640016578,185.68738580006175,186.13764980016276,d,1,0.4335980999749154,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
150,f,,,11,3,58,3,,,,,186.15277990000322,,186.13813570002094,186.15277990000322,187.1537075000815,187.1537075000815,187.1537075000815,187.1537075000815,187.1537075000815,188.15345800016075,188.82319830008782,s,0,0.6648565998766571,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
60,g,,,11,4,59,4,,,,,188.83732150006108,,188.82370730000548,188.83732150006108,189.83888400020078,189.83888400020078,189.83888400020078,189.83888400020078,189.83888400020078,190.83660820010118,193.12108530011028,f,0,2.2763351001776755,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-50,a,,,12,0,60,0,,,,,193.1372784001287,,193.121568800183,193.1372784001287,194.12183489999734,194.12183489999734,194.12183489999734,194.12183489999734,194.13754670019262,195.13612260017544,198.454879200086,s,0,3.316502899862826,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-150,s,,,12,1,61,1,,,,,198.46929690008983,,198.4554622999858,198.46929690008983,199.45423720008694,199.45423720008694,199.45423720008694,199.45423720008694,199.47064070007764,200.47010050015524,202.40532750007696,f,0,1.9298392999917269,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
50,d,,,12,2,62,2,,,,,202.41888690018095,,202.40585980005562,202.41888690018095,203.4208788999822,203.4208788999822,203.4208788999822,203.4208788999822,203.4208788999822,204.42150880000554,204.80568490014412,g,0,0.38205130002461374,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
150,f,,,12,3,63,3,,,,,204.81992490007542,,204.80662200017832,204.81992490007542,205.82016690005548,205.82016690005548,205.82016690005548,205.82016690005548,205.82016690005548,206.81982730003074,207.58681300003082,a,0,0.7571129999123514,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
60,g,,,12,4,64,4,,,,,207.60262889997102,,207.58726000017487,207.60262889997102,208.58684710017405,208.58684710017405,208.58684710017405,208.58684710017405,208.60389440017752,209.58711250009947,209.82067360007204,s,0,0.22470139991492033,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-50,a,,,13,0,65,0,,,,,209.83658730005845,,209.821822399972,209.83658730005845,210.83775180019438,210.83775180019438,210.83775180019438,210.83775180019438,210.83775180019438,211.83586760004982,213.77081260015257,f,0,1.9201680000405759,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
-150,s,,,13,1,66,1,,,,,213.7865683999844,,213.77130899997428,213.7865683999844,214.7698304001242,214.7698304001242,214.7698304001242,214.7698304001242,214.78707870002836,215.7698767001275,215.8037507000845,g,0,0.02898439997807145,None,,,,,,,,,,,,,,,304747,001,2024-11-26_16h28.03.313,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h28.11.365439 +0530,
