pos,corr_resp,Pos,correctKey,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixciation.started,fixciation_2.started,fixciation_3.started,fixciation_4.started,fixciation_5.started,fixciation.stopped,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,test.started,stimulus.started,stimulus.stopped,stimulus_2.started,stimulus_3.started,stimulus_4.started,stimulus_5.started,stimulus_6.started,key_resp_2.started,test.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-50,a,,,19,0,95,0,,,,,265.5622970999684,,265.54790080012754,265.5622970999684,266.5457001000177,266.5457001000177,266.5457001000177,266.5457001000177,266.5623673000373,267.5469089001417,268.81399960001,s,0,1.26139450003393,None,,,,,,,,,,,,,,,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
-150,s,,,19,1,96,1,,,,,268.82882059994154,,268.81445479998365,268.82882059994154,269.8289719999302,269.8289719999302,269.8289719999302,269.8289719999302,269.8289719999302,270.813419500133,270.9648303000722,a,0,0.14861849998123944,None,,,,,,,,,,,,,,,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
50,d,,,19,2,97,2,,,,,270.98003190010786,,270.96595700015314,270.98003190010786,271.9793050000444,271.9793050000444,271.9793050000444,271.9793050000444,271.9955804999918,272.98003920004703,273.46434139995836,s,0,0.47506120009347796,None,,,,,,,,,,,,,,,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
150,f,,,19,3,98,3,,,,,273.4793780001346,,273.4657269001473,273.4793780001346,274.4797531000804,274.4797531000804,274.4797531000804,274.4797531000804,274.4797531000804,275.4797052000649,276.16442769998685,d,0,0.682778500020504,None,,,,,,,,,,,,,,,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
60,g,,,19,4,99,4,,,,,276.17873140005395,,276.1650334999431,276.17873140005395,277.18001589993946,277.18001589993946,277.18001589993946,277.18001589993946,277.18001589993946,278.1804239000194,278.2141941001173,f,0,0.02794299996457994,None,,,,,,,,,,,,,,,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,0,0,0,4,278.2286066999659,,,,,,,,,,,,,,,278.22118870005943,278.2286066999659,279.2289641001262,279.2289641001262,279.2289641001262,279.2289641001262,279.2289641001262,279.2289641001262,280.2292339000851,281.94604820013046,f,0,1.7072272999212146,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,0,1,1,2,281.9618073001038,,,,,,,,,,,,,,,281.9468996000942,281.9618073001038,282.9632991000544,282.94541590008885,282.94541590008885,282.94541590008885,282.94541590008885,282.94541590008885,283.9460988000501,284.8308669999242,s,0,0.8790301999542862,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,0,2,2,0,284.8464375999756,,,,,,,,,,,,,,,284.8316236000974,284.8464375999756,285.84536219993606,285.84536219993606,285.84536219993606,285.84536219993606,285.84536219993606,285.84536219993606,286.8454440999776,288.0973976999521,s,0,1.246809900039807,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,0,3,3,3,288.11256060004234,,,,,,,,,,,,,,,288.09808590007015,288.11256060004234,289.1127702000085,289.0967669999227,289.0967669999227,289.0967669999227,289.0967669999227,289.0967669999227,290.11185010010377,291.7303156000562,f,0,1.6122242000419647,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,0,4,4,2,291.7457828000188,,,,,,,,,,,,,,,291.7308273999952,291.7457828000188,292.74576740013435,292.74576740013435,292.74576740013435,292.74576740013435,292.74576740013435,292.74576740013435,293.7461369000375,294.3121688000392,g,1,0.5522869999986142,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,1,0,5,4,294.328519300092,,,,,,,,,,,,,,,294.3127502000425,294.328519300092,295.3288215000648,295.3119151999708,295.3119151999708,295.3119151999708,295.3119151999708,295.3119151999708,296.31229030014947,297.16358679998666,s,0,0.836579900002107,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,1,1,6,3,297.179344000062,,,,,,,,,,,,,,,297.1642180001363,297.179344000062,298.1794493999332,298.1794493999332,298.1794493999332,298.1794493999332,298.1794493999332,298.1794493999332,299.1788755999878,300.29684540000744,f,0,1.1129692001268268,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,1,2,7,1,300.31259869993664,,,,,,,,,,,,,,,300.2973543999251,300.31259869993664,301.3113615999464,301.3113615999464,301.3113615999464,301.3113615999464,301.3113615999464,301.3113615999464,302.3127069999464,303.5647938000038,z,0,1.2473581999074668,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,1,3,8,2,303.5781698001083,,,,,,,,,,,,,,,303.56678880006075,303.5781698001083,304.57851350004785,304.57851350004785,304.57851350004785,304.57851350004785,304.57851350004785,304.57851350004785,305.57971810013987,306.7468316000886,c,0,1.1588457999750972,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,1,4,9,2,306.76189850014634,,,,,,,,,,,,,,,306.74735360010527,306.76189850014634,307.7615712999832,307.7615712999832,307.7615712999832,307.7615712999832,307.7615712999832,307.7615712999832,308.76133899996057,312.97971680015326,v,0,4.202674099942669,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,2,0,10,2,312.99474520003423,,,,,,,,,,,,,,,312.98156540002674,312.99474520003423,313.99653290002607,313.99653290002607,313.99653290002607,313.99653290002607,313.99653290002607,313.99653290002607,314.9958943000529,316.36189540009946,b,0,1.353554300032556,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,2,1,11,2,316.37779180007055,,,,,,,,,,,,,,,316.36239550006576,316.37779180007055,317.3789598001167,317.3620585000608,317.3620585000608,317.3620585000608,317.3620585000608,317.3620585000608,318.3630316001363,319.1787847999949,x,0,0.8029233000706881,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,2,2,12,2,319.1944870001171,,,,,,,,,,,,,,,319.17927530012093,319.1944870001171,320.19505260000005,320.1778400000185,320.1778400000185,320.1778400000185,320.1778400000185,320.1778400000185,321.1793470000848,321.71282720007,z,0,0.5202561998739839,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,2,3,13,2,321.72880170005374,,,,,,,,,,,,,,,321.7139985000249,321.72880170005374,322.7283447999507,322.71242060000077,322.71242060000077,322.71242060000077,322.71242060000077,322.71242060000077,323.72767730010673,325.7625579999294,c,0,2.0200074000749737,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,2,4,14,3,325.7784156999551,,,,,,,,,,,,,,,325.7630541000981,325.7784156999551,326.7784647999797,326.76213310007006,326.76213310007006,326.76213310007006,326.76213310007006,326.76213310007006,327.7614919000771,328.67836629995145,v,0,0.907055500196293,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,3,0,15,0,328.69408029993065,,,,,,,,,,,,,,,328.67884960002266,328.69408029993065,329.6956174999941,329.67927190009505,329.67927190009505,329.67927190009505,329.67927190009505,329.67927190009505,330.6792630001437,331.1115606999956,b,0,0.4176318000536412,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,3,1,16,3,331.1276173000224,,,,,,,,,,,,,,,331.1120575000532,331.1276173000224,332.1281469000969,332.1112613999285,332.1112613999285,332.1112613999285,332.1112613999285,332.1112613999285,333.1115081999451,333.39554610010237,x,0,0.2757530000526458,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,3,2,17,0,333.4111764000263,,,,,,,,,,,,,,,333.3964400999248,333.4111764000263,334.4122085000854,334.3956417001318,334.3956417001318,334.3956417001318,334.3956417001318,334.3956417001318,335.41047700005583,337.38014080002904,b,0,1.9672358001116663,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,3,3,18,1,337.3947314999532,,,,,,,,,,,,,,,337.3807882000692,337.3947314999532,338.4109066000674,338.3939497000538,338.3939497000538,338.3939497000538,338.3939497000538,338.3939497000538,339.39472630014643,340.16321890009567,z,0,0.7659863999579102,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,3,4,19,1,340.1776181999594,,,,,,,,,,,,,,,340.16375269996934,340.1776181999594,341.1773735000752,341.1773735000752,341.1773735000752,341.1773735000752,341.1773735000752,341.1773735000752,342.17707500001416,342.51094870013185,x,0,None,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,4,0,20,1,342.5274199999403,,,,,,,,,,,,,,,342.51179810008034,342.5274199999403,343.5286002999637,343.5110838999972,343.5110838999972,343.5110838999972,343.5110838999972,343.5110838999972,344.51267570001073,344.99494420015253,c,0,None,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,4,1,21,3,345.0111394999549,,,,,,,,,,,,,,,344.9953910000622,345.0111394999549,346.01113190012984,345.9939973000437,345.9939973000437,345.9939973000437,345.9939973000437,345.9939973000437,346.99437230010517,347.3304129000753,v,0,0.3306506001390517,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,4,2,22,4,347.3443364999257,,,,,,,,,,,,,,,347.3314875999931,347.3443364999257,348.34517490002327,348.34517490002327,348.34517490002327,348.34517490002327,348.34517490002327,348.34517490002327,349.34525720006786,349.37943090009503,b,0,0.02959210006520152,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,4,3,23,2,349.3933777001221,,,,,,,,,,,,,,,349.38001610012725,349.3933777001221,350.39460820006207,350.39460820006207,350.39460820006207,350.39460820006207,350.39460820006207,350.39460820006207,351.3945092000067,351.7621822000947,z,0,0.356231999816373,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,4,4,24,3,351.7773215000052,,,,,,,,,,,,,,,351.7626898000017,351.7773215000052,352.7780168999452,352.7780168999452,352.7780168999452,352.7780168999452,352.7780168999452,352.7780168999452,353.77655480010435,355.0794117001351,x,0,1.2991386998910457,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,5,0,25,1,355.09434289997444,,,,,,,,,,,,,,,355.0811255001463,355.09434289997444,356.0949001000263,356.0949001000263,356.0949001000263,356.0949001000263,356.0949001000263,356.0949001000263,357.09326969995163,359.0283689000644,v,0,1.9214964997954667,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,5,1,26,0,359.04395950003527,,,,,,,,,,,,,,,359.02884660009295,359.04395950003527,360.04423899995163,360.0276375000831,360.0276375000831,360.0276375000831,360.0276375000831,360.0276375000831,361.0431784000248,362.27794290008023,b,0,1.2281264998018742,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,5,2,27,4,362.2935182999354,,,,,,,,,,,,,,,362.27912289998494,362.2935182999354,363.2943619999569,363.2778121000156,363.2778121000156,363.2778121000156,363.2778121000156,363.2778121000156,364.2945542000234,364.3277396999765,z,0,0.019422800047323108,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,5,3,28,0,364.34427070012316,,,,,,,,,,,,,,,364.3295247000642,364.34427070012316,365.34388910001144,365.32765659992583,365.32765659992583,365.32765659992583,365.32765659992583,365.32765659992583,366.32685249997303,366.57883609994315,x,0,None,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,5,4,29,1,366.5936603001319,,,,,,,,,,,,,,,366.57928079995327,366.5936603001319,367.59479720005766,367.59479720005766,367.59479720005766,367.59479720005766,367.59479720005766,367.59479720005766,368.5939462999813,368.92731230007485,c,0,0.3286111999768764,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,6,0,30,2,368.9427323001437,,,,,,,,,,,,,,,368.92783030006103,368.9427323001437,369.9433009000495,369.92641910002567,369.92641910002567,369.92641910002567,369.92641910002567,369.92641910002567,370.9280373000074,371.01111009996384,v,0,0.0686435999814421,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,6,1,31,0,371.0286266000476,,,,,,,,,,,,,,,371.0117194999475,371.0286266000476,372.04410240007564,372.01065240008757,372.01065240008757,372.01065240008757,372.01065240008757,372.01065240008757,373.02646109997295,374.32697309996,b,0,1.2915167000610381,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,6,2,32,3,374.3434750000015,,,,,,,,,,,,,,,374.3274463999551,374.3434750000015,375.3434067000635,375.3434067000635,375.3434067000635,375.3434067000635,375.3434067000635,375.3434067000635,376.32669309992343,378.3776060999371,z,0,2.0374133998993784,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,6,3,33,4,378.3927575000562,,,,,,,,,,,,,,,378.37832110002637,378.3927575000562,379.3936570000369,379.37782329996116,379.37782329996116,379.37782329996116,379.37782329996116,379.37782329996116,380.3773914000485,381.12858250015415,x,0,0.7411535000428557,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,6,4,34,1,381.14343880000524,,,,,,,,,,,,,,,381.1306996999774,381.14343880000524,382.1429628999904,382.1429628999904,382.1429628999904,382.1429628999904,382.1429628999904,382.1429628999904,383.14361470006406,385.34582930011675,v,0,2.196375400060788,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,7,0,35,2,385.3596324000973,,,,,,,,,,,,,,,385.34645069995895,385.3596324000973,386.3606482001487,386.3606482001487,386.3606482001487,386.3606482001487,386.3606482001487,386.3606482001487,387.3607149000745,387.3930258001201,v,0,0.02338379994034767,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,7,1,36,1,387.40908579993993,,,,,,,,,,,,,,,387.39439449994825,387.40908579993993,388.4106829999946,388.39432339998893,388.39432339998893,388.39432339998893,388.39432339998893,388.39432339998893,389.3942384000402,389.56071320013143,b,0,0.15114749991334975,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,50,c,,,,,7,2,37,2,389.57584990002215,,,,,,,,,,,,,,,389.5613305999432,389.57584990002215,390.57670500013046,390.56024480005726,390.56024480005726,390.56024480005726,390.56024480005726,390.56024480005726,391.5601389000658,393.32738110003993,x,0,1.7576522000599653,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,7,3,38,0,393.3431369001046,,,,,,,,,,,,,,,393.3278421999421,393.3431369001046,394.34293460007757,394.32722610002384,394.32722610002384,394.32722610002384,394.32722610002384,394.32722610002384,395.3429570000153,395.96084970002994,c,0,0.6111355999018997,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,7,4,39,1,395.9765866000671,,,,,,,,,,,,,,,395.96133580012247,395.9765866000671,396.9765654001385,396.9609938999638,396.9609938999638,396.9609938999638,396.9609938999638,396.9609938999638,397.95977940014564,399.0767767999787,v,0,1.1113513999152929,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,8,0,40,3,399.0921341001522,,,,,,,,,,,,,,,399.07731770002283,399.0921341001522,400.0930246000644,400.07668070006184,400.07668070006184,400.07668070006184,400.07668070006184,400.07668070006184,401.07704870007,403.09393360000104,b,0,2.008888400159776,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,8,1,41,4,403.1084007001482,,,,,,,,,,,,,,,403.0945620001294,403.1084007001482,404.10932129994035,404.0931619000621,404.0931619000621,404.0931619000621,404.0931619000621,404.0931619000621,405.0934923000168,405.5445088001434,z,0,0.44700970011763275,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,8,2,42,4,405.55853509996086,,,,,,,,,,,,,,,405.5450137001462,405.55853509996086,406.5590230000671,406.5590230000671,406.5590230000671,406.5590230000671,406.5590230000671,406.5590230000671,407.55815299996175,408.0439931000583,x,0,0.4775243999902159,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,8,3,43,4,408.0594921000302,,,,,,,,,,,,,,,408.0447975001298,408.0594921000302,409.0598009999376,409.0598009999376,409.0598009999376,409.0598009999376,409.0598009999376,409.0598009999376,410.05948520009406,410.9793972999323,c,0,0.909801899921149,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,8,4,44,0,410.99245880008675,,,,,,,,,,,,,,,410.98082719999366,410.99245880008675,411.9935620999895,411.9935620999895,411.9935620999895,411.9935620999895,411.9935620999895,411.9935620999895,412.99251340003684,413.476243800018,v,0,0.4754511001519859,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,9,0,45,0,413.49146239995025,,,,,,,,,,,,,,,413.4768073000014,413.49146239995025,414.49321010010317,414.47591109992936,414.47591109992936,414.47591109992936,414.47591109992936,414.47591109992936,415.4765751999803,415.5272695000749,b,0,0.0343838999979198,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,9,1,46,4,415.5423429000657,,,,,,,,,,,,,,,415.5290475001093,415.5423429000657,416.5427942001261,416.5427942001261,416.5427942001261,416.5427942001261,416.5427942001261,416.5427942001261,417.541826199973,417.7593956999481,z,0,0.20121120009571314,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,9,2,47,3,417.7751011000946,,,,,,,,,,,,,,,417.76042890013196,417.7751011000946,418.77595399995334,418.7585525000468,418.7585525000468,418.7585525000468,418.7585525000468,418.7585525000468,419.7591534999665,420.1099251001142,x,0,0.3408476999029517,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,9,3,48,4,420.1257174999919,,,,,,,,,,,,,,,420.1104252000805,420.1257174999919,421.1256359999534,421.1080930000171,421.1080930000171,421.1080930000171,421.1080930000171,421.1080930000171,422.10877409996465,423.04350359993987,c,0,0.9292752000037581,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,9,4,49,4,423.05864410009235,,,,,,,,,,,,,,,423.0440845999401,423.05864410009235,424.05988029995933,424.04278849996626,424.04278849996626,424.04278849996626,424.04278849996626,424.04278849996626,425.042283100076,425.326484200079,v,0,0.26991320005618036,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,10,0,50,1,425.34213520004414,,,,,,,,,,,,,,,425.32703960011713,425.34213520004414,426.3428789000027,426.3258241000585,426.3258241000585,426.3258241000585,426.3258241000585,426.3258241000585,427.3426209001336,429.0121007999405,z,0,1.6661861999891698,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,10,1,51,3,429.02446709992364,,,,,,,,,,,,,,,429.01300669997,429.02446709992364,430.0250466000289,430.0250466000289,430.0250466000289,430.0250466000289,430.0250466000289,430.0250466000289,431.02572089992464,431.1096592999529,x,0,0.07002780004404485,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,10,2,52,0,431.12535999994725,,,,,,,,,,,,,,,431.1102014000062,431.12535999994725,432.12601849995553,432.11021160008386,432.11021160008386,432.11021160008386,432.11021160008386,432.11021160008386,433.1253255000338,433.49216150003485,c,0,0.35263610002584755,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,10,3,53,0,433.50785840000026,,,,,,,,,,,,,,,433.4926173000131,433.50785840000026,434.50950810010545,434.4919247000944,434.4919247000944,434.4919247000944,434.4919247000944,434.4919247000944,435.49191779992543,437.89187190006487,b,0,2.390296599827707,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-150,z,,,,,10,4,54,0,437.907914099982,,,,,,,,,,,,,,,437.89231280004606,437.907914099982,438.90839160000905,438.8914189999923,438.8914189999923,438.8914189999923,438.8914189999923,438.8914189999923,439.89243030012585,441.3923329000827,z,0,1.4849545999895781,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,60,v,,,,,11,0,55,3,441.40810110000893,,,,,,,,,,,,,,,441.39380150008947,441.40810110000893,442.40847310004756,442.3919083001092,442.3919083001092,442.3919083001092,442.3919083001092,442.3919083001092,443.40984819992445,444.32619479997084,x,0,0.9108311999589205,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,11,1,56,1,444.3418569001369,,,,,,,,,,,,,,,444.3269357001409,444.3418569001369,445.3410430001095,445.3410430001095,445.3410430001095,445.3410430001095,445.3410430001095,445.3410430001095,446.3417553000618,447.8602658000309,c,0,1.5146321000065655,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,11,2,57,1,447.87492260010913,,,,,,,,,,,,,,,447.86090450012125,447.87492260010913,448.8756463001482,448.8756463001482,448.8756463001482,448.8756463001482,448.8756463001482,448.8756463001482,449.8746120999567,450.6748530000914,v,0,0.7937905001454055,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,11,3,58,4,450.69081760011613,,,,,,,,,,,,,,,450.67534049996175,450.69081760011613,451.6924016000703,451.6756361001171,451.6756361001171,451.6756361001171,451.6756361001171,451.6756361001171,452.67552309995517,453.36063849995844,b,0,0.6824495999608189,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,150,b,,,,,11,4,59,4,453.3739310000092,,,,,,,,,,,,,,,453.3618419999257,453.3739310000092,454.3746797000058,454.3746797000058,454.3746797000058,454.3746797000058,454.3746797000058,454.3746797000058,455.3749367001001,456.8095363001339,z,0,1.4287417000159621,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
,,-50,x,,,,,12,0,60,1,456.8248163999524,,,,,,,,,,,,,,,456.80997049994767,456.8248163999524,457.82460880000144,457.82460880000144,457.82460880000144,457.82460880000144,457.82460880000144,457.82460880000144,458.8085744001437,459.6767218001187,x,0,0.8618389999028295,None,958053,001,2024-11-26_16h39.59.331,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-26 16h40.05.605104 +0530,
