pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixciation.started,fixciation_2.started,fixciation_3.started,fixciation_4.started,fixciation_5.started,fixciation.stopped,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,test.started,stimulus.started,stimulus_2.started,stimulus_3.started,stimulus_4.started,stimulus_5.started,stimulus.stopped,key_resp_2.started,test.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,d,,,,,6,0,30,2,402.2683226999361,,,,,,,,,,,,,,,402.25476559996605,402.2683226999361,403.26941179996356,403.26941179996356,403.26941179996356,403.26941179996356,403.26941179996356,404.26936349994503,404.3044968000613,d,1,0.022552399896085262,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,6,1,31,4,404.3192302000243,,,,,,,,,,,,,,,404.30627930001356,404.3192302000243,405.3184452999849,405.3184452999849,405.3184452999849,405.3184452999849,405.3352381000295,406.31917989999056,407.2198059000075,f,0,0.8904887998942286,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,6,2,32,3,407.2355768000707,,,,,,,,,,,,,,,407.22115090000443,407.2355768000707,408.21894209994934,408.21894209994934,408.21894209994934,408.21894209994934,408.2359579000622,409.234804000007,409.63661670009606,a,0,0.3950189999304712,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,6,3,33,1,409.65164740011096,,,,,,,,,,,,,,,409.6390212001279,409.65164740011096,410.6511306001339,410.6511306001339,410.6511306001339,410.6511306001339,410.6511306001339,411.6517463000491,412.32046109996736,f,0,0.6558769999537617,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,6,4,34,2,412.3350861000363,,,,,,,,,,,,,,,412.3224119001534,412.3350861000363,413.33539999998175,413.33539999998175,413.33539999998175,413.33539999998175,413.33539999998175,414.3356367999222,414.92163170012645,g,0,0.5771410998422652,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,7,0,35,4,414.9354030000977,,,,,,,,,,,,,,,414.9236701000482,414.9354030000977,415.9365567001514,415.9365567001514,415.9365567001514,415.9365567001514,415.9365567001514,416.93493050010875,418.27000980009325,a,0,1.3283803998492658,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,7,1,36,0,418.28482630010694,,,,,,,,,,,,,,,418.27108350000344,418.28482630010694,419.2707712999545,419.2707712999545,419.2707712999545,419.2707712999545,419.2854468000587,420.28477209992707,422.25153280002996,g,0,1.9582316998858005,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,7,2,37,2,422.2678845000919,,,,,,,,,,,,,,,422.2530499000568,422.2678845000919,423.2525130000431,423.2525130000431,423.2525130000431,423.2525130000431,423.26840470009483,424.2514661999885,425.0537739000283,s,0,0.7847241000272334,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,7,3,38,3,425.0687365999911,,,,,,,,,,,,,,,425.0568113999907,425.0687365999911,426.06895689992234,426.06895689992234,426.06895689992234,426.06895689992234,426.06895689992234,427.06905049993657,427.4029645000119,a,0,0.32080530002713203,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,7,4,39,1,427.41939779999666,,,,,,,,,,,,,,,427.404879800044,427.41939779999666,428.41812829999253,428.41812829999253,428.41812829999253,428.41812829999253,428.4344295000192,429.41832099994645,429.43563110008836,f,0,0.003133899997919798,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,8,0,40,1,429.45133029995486,,,,,,,,,,,,,,,429.43654199992307,429.45133029995486,430.43510919995606,430.43510919995606,430.43510919995606,430.43510919995606,430.45159270009026,431.45147610013373,432.6191637001466,s,1,1.15292469994165,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,8,1,41,0,432.63512880005874,,,,,,,,,,,,,,,432.6211336001288,432.63512880005874,433.63438910013065,433.63438910013065,433.63438910013065,433.63438910013065,433.63438910013065,434.63506900006905,435.63808470009826,a,1,0.9924686001613736,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,8,2,42,2,435.6519270001445,,,,,,,,,,,,,,,435.6411874999758,435.6519270001445,436.6509301001206,436.6509301001206,436.6509301001206,436.6509301001206,436.6509301001206,437.6511485001538,437.8187685001176,d,1,0.15512869996018708,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,8,3,43,2,437.83405090007,,,,,,,,,,,,,,,437.8195788001176,437.83405090007,438.81950520002283,438.81950520002283,438.81950520002283,438.81950520002283,438.8344414001331,439.834136800142,440.7852898000274,f,0,0.9386513999197632,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,8,4,44,3,440.8010895999614,,,,,,,,,,,,,,,440.7873532001395,440.8010895999614,441.801633000141,441.801633000141,441.801633000141,441.801633000141,441.801633000141,442.80122050014324,443.57029399997555,a,0,0.7664664001204073,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,9,0,45,0,443.58379870001227,,,,,,,,,,,,,,,443.5726071000099,443.58379870001227,444.58416700013913,444.58416700013913,444.58416700013913,444.58416700013913,444.58416700013913,445.5844328000676,445.921198700089,d,0,0.3216317999176681,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,9,1,46,2,445.9348882001359,,,,,,,,,,,,,,,445.9233846999705,445.9348882001359,446.9349871999584,446.9349871999584,446.9349871999584,446.9349871999584,446.9349871999584,447.9350887001492,448.9543361000251,g,0,1.0158912998158485,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,9,2,47,4,448.9667175000068,,,,,,,,,,,,,,,448.9562031000387,448.9667175000068,449.9681075999979,449.9681075999979,449.9681075999979,449.9681075999979,449.9681075999979,450.9673558000941,451.50386649998836,d,0,0.5302830000873655,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,9,3,48,1,451.5170625001192,,,,,,,,,,,,,,,451.50621449993923,451.5170625001192,452.517070800066,452.517070800066,452.517070800066,452.517070800066,452.517070800066,453.51837980002165,453.63621850009076,a,0,0.10914320009760559,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,9,4,49,0,453.6510567001533,,,,,,,,,,,,,,,453.63723430014215,453.6510567001533,454.6513537999708,454.6513537999708,454.6513537999708,454.6513537999708,454.6513537999708,455.65022730012424,456.10247340006754,f,0,0.44327899999916553,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,10,0,50,4,456.1166821999941,,,,,,,,,,,,,,,456.10382420010865,456.1166821999941,457.1168639000971,457.1168639000971,457.1168639000971,457.1168639000971,457.1168639000971,458.1176380000543,458.4019464000594,f,0,0.27039540000259876,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,10,1,51,2,458.4169932999648,,,,,,,,,,,,,,,458.4032097000163,458.4169932999648,459.4172062999569,459.4172062999569,459.4172062999569,459.4172062999569,459.4172062999569,460.4165968000889,460.46854129992425,s,0,0.04219860001467168,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,10,2,52,0,460.4844224001281,,,,,,,,,,,,,,,460.4696235000156,460.4844224001281,461.4678249999415,461.4678249999415,461.4678249999415,461.4678249999415,461.48412779998034,462.48388750012964,463.5675528999418,f,0,1.0741352001205087,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,10,3,53,1,463.5840817000717,,,,,,,,,,,,,,,463.5686759999953,463.5840817000717,464.5673615001142,464.5673615001142,464.5673615001142,464.5673615001142,464.5839068000205,465.56779290013947,466.0704302000813,f,0,0.4928107000887394,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,10,4,54,3,466.08366780006327,,,,,,,,,,,,,,,466.0727987999562,466.08366780006327,467.08484939998016,467.08484939998016,467.08484939998016,467.08484939998016,467.08484939998016,468.083447500132,468.9184874999337,d,0,0.8259888000320643,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,11,0,55,1,468.93327490007505,,,,,,,,,,,,,,,468.92056160001084,468.93327490007505,469.9345875000581,469.9345875000581,469.9345875000581,469.9345875000581,469.9345875000581,470.932924099965,471.836558500072,a,0,0.8844435000792146,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,11,1,56,3,471.85162580013275,,,,,,,,,,,,,,,471.83750110003166,471.85162580013275,472.850743399933,472.850743399933,472.850743399933,472.850743399933,472.850743399933,473.8508373000659,475.53529789997265,d,0,1.6780433999374509,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,11,2,57,4,475.5492322000209,,,,,,,,,,,,,,,475.53699819999747,475.5492322000209,476.55052109993994,476.55052109993994,476.55052109993994,476.55052109993994,476.55052109993994,477.54986519995145,478.28514220006764,g,1,0.7214999999850988,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,11,3,58,4,478.3001993999351,,,,,,,,,,,,,,,478.28712969995104,478.3001993999351,479.30215400015004,479.30215400015004,479.30215400015004,479.30215400015004,479.30215400015004,480.2993529001251,480.7032415000722,a,0,0.3937973999418318,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,11,4,59,1,480.7170325999614,,,,,,,,,,,,,,,480.7051936001517,480.7170325999614,481.7174404999241,481.7174404999241,481.7174404999241,481.7174404999241,481.7174404999241,482.716544700088,483.0181595000904,f,0,None,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,12,0,60,1,483.03276129998267,,,,,,,,,,,,,,,483.0206524000969,483.03276129998267,484.03270109998994,484.03270109998994,484.03270109998994,484.03270109998994,484.03270109998994,485.03435100009665,486.4180101000238,a,0,1.379357600118965,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,12,1,61,0,486.43261409993283,,,,,,,,,,,,,,,486.41904489998706,486.43261409993283,487.4179694999475,487.4179694999475,487.4179694999475,487.4179694999475,487.4328819999937,488.43339719995856,489.2196033000946,s,0,0.777868099976331,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,12,2,62,3,489.23326959996484,,,,,,,,,,,,,,,489.22299350006506,489.23326959996484,490.2335213001352,490.2335213001352,490.2335213001352,490.2335213001352,490.2335213001352,491.2333124000579,492.46776259993203,g,0,1.2284361000638455,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,12,3,63,2,492.48268799996004,,,,,,,,,,,,,,,492.46935479994863,492.48268799996004,493.4843453001231,493.4843453001231,493.4843453001231,493.4843453001231,493.4843453001231,494.48259999998845,494.8845319999382,a,0,0.38991039991378784,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,12,4,64,3,494.89951290003955,,,,,,,,,,,,,,,494.88575770007446,494.89951290003955,495.89935280010104,495.89935280010104,495.89935280010104,495.89935280010104,495.89935280010104,496.8996139001101,497.38504320010543,d,0,0.47017029998824,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,13,0,65,2,497.40109990001656,,,,,,,,,,,,,,,497.3865984000731,497.40109990001656,498.4003441000823,498.4003441000823,498.4003441000823,498.4003441000823,498.4166711999569,499.3990794001147,499.8505361999851,s,0,0.4369338001124561,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,13,1,66,2,499.8668072000146,,,,,,,,,,,,,,,499.85215639998205,499.8668072000146,500.8667661999352,500.8667661999352,500.8667661999352,500.8667661999352,500.8667661999352,501.86643810011446,502.16871070000343,g,0,0.2853284999728203,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,13,2,67,3,502.183876800118,,,,,,,,,,,,,,,502.1708909000736,502.183876800118,503.1821121999528,503.1821121999528,503.1821121999528,503.1821121999528,503.19880290003493,504.1835018999409,504.9191729000304,a,0,0.7271571001037955,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,13,3,68,4,504.9324197000824,,,,,,,,,,,,,,,504.92140630003996,504.9324197000824,505.93465830013156,505.93465830013156,505.93465830013156,505.93465830013156,505.93465830013156,506.9326033999678,507.9025984001346,f,0,0.9588547002058476,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,13,4,69,4,507.9164776999969,,,,,,,,,,,,,,,507.9041598001495,507.9164776999969,508.9161430001259,508.9161430001259,508.9161430001259,508.9161430001259,508.9161430001259,509.91508900001645,511.28463450004347,f,0,1.3666708001401275,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,14,0,70,4,511.2994804000482,,,,,,,,,,,,,,,511.28638639999554,511.2994804000482,512.3000813000835,512.3000813000835,512.3000813000835,512.3000813000835,512.3000813000835,513.2998826999683,514.8835090000648,s,0,1.5724779998417944,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,14,1,71,4,514.8985713000875,,,,,,,,,,,,,,,514.8844204000197,514.8985713000875,515.8993951000739,515.8993951000739,515.8993951000739,515.8993951000739,515.8993951000739,516.8989250001032,518.3872712000739,d,0,1.480435400037095,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,14,2,72,0,518.4019741001539,,,,,,,,,,,,,,,518.3885147001129,518.4019741001539,519.3991251999978,519.3991251999978,519.3991251999978,519.3991251999978,519.4155369999353,520.3995966999792,522.5837199001107,f,0,2.1693488999735564,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,14,3,73,1,522.598859900143,,,,,,,,,,,,,,,522.5854285999667,522.598859900143,523.5998504001182,523.5998504001182,523.5998504001182,523.5998504001182,523.5998504001182,524.5823298001196,524.9668437000364,g,0,0.3726637999061495,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,14,4,74,3,524.9820834000129,,,,,,,,,,,,,,,524.968334000092,524.9820834000129,525.9651592001319,525.9651592001319,525.9651592001319,525.9651592001319,525.9819883001037,526.9816747000441,528.0016793000977,d,0,1.0104102999903262,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,15,0,75,2,528.0154119001236,,,,,,,,,,,,,,,528.0034098001197,528.0154119001236,529.0158949999604,529.0158949999604,529.0158949999604,529.0158949999604,529.0158949999604,530.01466970006,531.2328745000996,a,0,1.203309099888429,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,15,1,76,0,531.2480411999859,,,,,,,,,,,,,,,531.2343314001337,531.2480411999859,532.2492389001418,532.2492389001418,532.2492389001418,532.2492389001418,532.2492389001418,533.2487262000795,534.2166778000537,d,0,0.9589539000298828,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,15,2,77,2,534.2317574999761,,,,,,,,,,,,,,,534.2180018001236,534.2317574999761,535.2314786999486,535.2314786999486,535.2314786999486,535.2314786999486,535.2314786999486,536.2318225000054,537.7490115000401,g,0,1.5097449000459164,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,15,3,78,3,537.7655863000546,,,,,,,,,,,,,,,537.7502886999864,537.7655863000546,538.7487091999501,538.7487091999501,538.7487091999501,538.7487091999501,538.7648939001374,539.7649914000649,541.1518761999905,d,0,1.3848571998532861,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,15,4,79,4,541.1653444999829,,,,,,,,,,,,,,,541.1533830000553,541.1653444999829,542.1646106999833,542.1646106999833,542.1646106999833,542.1646106999833,542.1646106999833,543.1641941000707,544.4167122000363,s,0,1.2372834999114275,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,16,0,80,0,544.4321373000275,,,,,,,,,,,,,,,544.4185395999812,544.4321373000275,545.4311288001481,545.4311288001481,545.4311288001481,545.4311288001481,545.4311288001481,546.4311412000097,547.9839951000176,f,0,1.538029600167647,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,16,1,81,1,547.9991081999615,,,,,,,,,,,,,,,547.9855546001345,547.9991081999615,548.9988589999266,548.9988589999266,548.9988589999266,548.9988589999266,548.9988589999266,549.9975487000775,550.1652747001499,a,0,0.15860560000874102,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,16,2,82,2,550.181258500088,,,,,,,,,,,,,,,550.1668758001179,550.181258500088,551.181431800127,551.181431800127,551.181431800127,551.181431800127,551.181431800127,552.1814369000494,552.3675154000521,d,1,0.1784481001086533,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,16,3,83,3,552.3810827000998,,,,,,,,,,,,,,,552.3695132001303,552.3810827000998,553.3810487999581,553.3810487999581,553.3810487999581,553.3810487999581,553.3810487999581,554.3815723999869,556.4142525999341,a,0,2.021876199869439,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,16,4,84,4,556.430584799964,,,,,,,,,,,,,,,556.4153176001273,556.430584799964,557.4141502000857,557.4141502000857,557.4141502000857,557.4141502000857,557.4314790000208,558.4144248000812,559.1838575000875,f,0,0.7668326001148671,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,17,0,85,2,559.198056000052,,,,,,,,,,,,,,,559.1848480000626,559.198056000052,560.1809573001228,560.1809573001228,560.1809573001228,560.1809573001228,560.1974474999588,561.1988326001447,561.4516921001486,f,0,0.250054000178352,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
150,f,,,,,17,1,86,3,561.4636924001388,,,,,,,,,,,,,,,561.4528173999861,561.4636924001388,562.4643933000043,562.4643933000043,562.4643933000043,562.4643933000043,562.4643933000043,563.4645227000583,564.4177459001075,f,1,0.9466390998568386,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,17,2,87,0,564.430243199924,,,,,,,,,,,,,,,564.4198519000784,564.430243199924,565.4320630000439,565.4320630000439,565.4320630000439,565.4320630000439,565.4320630000439,566.4317576000467,566.6339143000077,d,0,0.18726360006257892,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,17,3,88,1,566.6492487001233,,,,,,,,,,,,,,,566.635874300031,566.6492487001233,567.647781000007,567.647781000007,567.647781000007,567.647781000007,567.6643614000641,568.6473096001428,569.2994000001345,s,1,0.6463008001446724,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,17,4,89,1,569.3138327000197,,,,,,,,,,,,,,,569.3014229000546,569.3138327000197,570.3146865000017,570.3146865000017,570.3146865000017,570.3146865000017,570.3146865000017,571.3142377000768,571.6324728000909,s,1,0.3064196000341326,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,18,0,90,2,571.6475704000331,,,,,,,,,,,,,,,571.6336087000091,571.6475704000331,572.6469908999279,572.6469908999279,572.6469908999279,572.6469908999279,572.6469908999279,573.6472132999916,573.7834934000857,d,1,0.13332070014439523,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,18,1,91,4,573.7976073001046,,,,,,,,,,,,,,,573.7847116999328,573.7976073001046,574.7977213999256,574.7977213999256,574.7977213999256,574.7977213999256,574.7977213999256,575.7967729999218,577.2823147000745,f,0,1.4708468997851014,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,18,2,92,2,577.2972921000328,,,,,,,,,,,,,,,577.2833124001045,577.2972921000328,578.2817174999509,578.2817174999509,578.2817174999509,578.2817174999509,578.2979711999651,579.2967185999732,579.3168806999456,f,0,0.014758399920538068,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,18,3,93,4,579.330473100068,,,,,,,,,,,,,,,579.3192297001369,579.330473100068,580.3299641001504,580.3299641001504,580.3299641001504,580.3299641001504,580.3299641001504,581.3304560999386,581.548750899965,d,0,0.214994499925524,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,18,4,94,1,581.5638809001539,,,,,,,,,,,,,,,581.550603199983,581.5638809001539,582.5632520001382,582.5632520001382,582.5632520001382,582.5632520001382,582.5632520001382,583.5633574000094,583.6322492000181,s,1,0.05375600000843406,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,19,0,95,0,583.6464697001502,,,,,,,,,,,,,,,583.6341868001036,583.6464697001502,584.6480128001422,584.6480128001422,584.6480128001422,584.6480128001422,584.6480128001422,585.6467882001307,586.3813779000193,g,0,0.7194730001501739,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-150,s,,,,,19,1,96,1,586.3965851000976,,,,,,,,,,,,,,,586.3829781000968,586.3965851000976,587.3969801000785,587.3969801000785,587.3969801000785,587.3969801000785,587.3969801000785,588.3963647000492,588.9151570000686,f,0,0.5042015998624265,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
50,d,,,,,19,2,97,2,588.9296933999285,,,,,,,,,,,,,,,588.9167202999815,588.9296933999285,589.9300214000978,589.9300214000978,589.9300214000978,589.9300214000978,589.9300214000978,590.9295970001258,591.6310666000936,d,1,0.693144700024277,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
-50,a,,,,,19,3,98,0,591.6463244000915,,,,,,,,,,,,,,,591.6322336001322,591.6463244000915,592.64620930003,592.64620930003,592.64620930003,592.64620930003,592.64620930003,593.630415200023,594.2992736999877,s,0,0.664017700124532,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
60,g,,,,,19,4,99,4,594.3126614999492,,,,,,,,,,,,,,,594.3006384000182,594.3126614999492,595.3131445001345,595.3131445001345,595.3131445001345,595.3131445001345,595.3131445001345,596.3132505000103,597.1995037000161,d,0,0.8713104999624193,None,409280,001,2024-11-25_20h39.38.476,PRIYANSHI.AU2220101_solo.project,2024.1.5,None,2024-11-25 20h39.49.757073 +0530,
